id,origin,fitness,train_Return_%,train_Sharpe,train_MaxDD_%,test_Return_%,test_Sharpe,test_MaxDD_%,code_path
1,seed,24.741492576835427,20.31041668000004,0.4431075896835386,-16.188995546349872,13.131688660000016,1.5148195181437045,-5.6552379129929715,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_001_seed.py
4,seed,24.741492576835427,20.31041668000004,0.4431075896835386,-16.188995546349872,13.131688660000016,1.5148195181437045,-5.6552379129929715,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_004_seed.py
7,seed,24.741492576835427,20.31041668000004,0.4431075896835386,-16.188995546349872,13.131688660000016,1.5148195181437045,-5.6552379129929715,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_007_seed.py
22,seed,24.741492576835427,20.31041668000004,0.4431075896835386,-16.188995546349872,13.131688660000016,1.5148195181437045,-5.6552379129929715,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_022_seed.py
19,seed,24.741492576835427,20.31041668000004,0.4431075896835386,-16.188995546349872,13.131688660000016,1.5148195181437045,-5.6552379129929715,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_019_seed.py
16,seed,24.741492576835427,20.31041668000004,0.4431075896835386,-16.188995546349872,13.131688660000016,1.5148195181437045,-5.6552379129929715,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_016_seed.py
13,seed,24.741492576835427,20.31041668000004,0.4431075896835386,-16.188995546349872,13.131688660000016,1.5148195181437045,-5.6552379129929715,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_013_seed.py
10,seed,24.741492576835427,20.31041668000004,0.4431075896835386,-16.188995546349872,13.131688660000016,1.5148195181437045,-5.6552379129929715,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_010_seed.py
43,seed,24.741492576835427,20.31041668000004,0.4431075896835386,-16.188995546349872,13.131688660000016,1.5148195181437045,-5.6552379129929715,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_043_seed.py
46,seed,24.741492576835427,20.31041668000004,0.4431075896835386,-16.188995546349872,13.131688660000016,1.5148195181437045,-5.6552379129929715,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_046_seed.py
40,seed,24.741492576835427,20.31041668000004,0.4431075896835386,-16.188995546349872,13.131688660000016,1.5148195181437045,-5.6552379129929715,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_040_seed.py
37,seed,24.741492576835427,20.31041668000004,0.4431075896835386,-16.188995546349872,13.131688660000016,1.5148195181437045,-5.6552379129929715,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_037_seed.py
34,seed,24.741492576835427,20.31041668000004,0.4431075896835386,-16.188995546349872,13.131688660000016,1.5148195181437045,-5.6552379129929715,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_034_seed.py
55,seed,24.741492576835427,20.31041668000004,0.4431075896835386,-16.188995546349872,13.131688660000016,1.5148195181437045,-5.6552379129929715,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_055_seed.py
52,seed,24.741492576835427,20.31041668000004,0.4431075896835386,-16.188995546349872,13.131688660000016,1.5148195181437045,-5.6552379129929715,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_052_seed.py
49,seed,24.741492576835427,20.31041668000004,0.4431075896835386,-16.188995546349872,13.131688660000016,1.5148195181437045,-5.6552379129929715,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_049_seed.py
28,seed,24.741492576835427,20.31041668000004,0.4431075896835386,-16.188995546349872,13.131688660000016,1.5148195181437045,-5.6552379129929715,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_028_seed.py
31,seed,24.741492576835427,20.31041668000004,0.4431075896835386,-16.188995546349872,13.131688660000016,1.5148195181437045,-5.6552379129929715,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_031_seed.py
25,seed,24.741492576835427,20.31041668000004,0.4431075896835386,-16.188995546349872,13.131688660000016,1.5148195181437045,-5.6552379129929715,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_025_seed.py
24,seed,12.691282554474194,10.00705407500002,0.26842284794741733,-11.467874608507211,1.476051839999971,0.16434640139235143,-9.202535771116649,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_024_seed.py
3,seed,12.691282554474194,10.00705407500002,0.26842284794741733,-11.467874608507211,1.476051839999971,0.16434640139235143,-9.202535771116649,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_003_seed.py
18,seed,12.691282554474194,10.00705407500002,0.26842284794741733,-11.467874608507211,1.476051839999971,0.16434640139235143,-9.202535771116649,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_018_seed.py
21,seed,12.691282554474194,10.00705407500002,0.26842284794741733,-11.467874608507211,1.476051839999971,0.16434640139235143,-9.202535771116649,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_021_seed.py
6,seed,12.691282554474194,10.00705407500002,0.26842284794741733,-11.467874608507211,1.476051839999971,0.16434640139235143,-9.202535771116649,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_006_seed.py
54,seed,12.691282554474194,10.00705407500002,0.26842284794741733,-11.467874608507211,1.476051839999971,0.16434640139235143,-9.202535771116649,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_054_seed.py
51,seed,12.691282554474194,10.00705407500002,0.26842284794741733,-11.467874608507211,1.476051839999971,0.16434640139235143,-9.202535771116649,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_051_seed.py
45,seed,12.691282554474194,10.00705407500002,0.26842284794741733,-11.467874608507211,1.476051839999971,0.16434640139235143,-9.202535771116649,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_045_seed.py
42,seed,12.691282554474194,10.00705407500002,0.26842284794741733,-11.467874608507211,1.476051839999971,0.16434640139235143,-9.202535771116649,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_042_seed.py
48,seed,12.691282554474194,10.00705407500002,0.26842284794741733,-11.467874608507211,1.476051839999971,0.16434640139235143,-9.202535771116649,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_048_seed.py
36,seed,12.691282554474194,10.00705407500002,0.26842284794741733,-11.467874608507211,1.476051839999971,0.16434640139235143,-9.202535771116649,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_036_seed.py
30,seed,12.691282554474194,10.00705407500002,0.26842284794741733,-11.467874608507211,1.476051839999971,0.16434640139235143,-9.202535771116649,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_030_seed.py
27,seed,12.691282554474194,10.00705407500002,0.26842284794741733,-11.467874608507211,1.476051839999971,0.16434640139235143,-9.202535771116649,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_027_seed.py
9,seed,12.691282554474194,10.00705407500002,0.26842284794741733,-11.467874608507211,1.476051839999971,0.16434640139235143,-9.202535771116649,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_009_seed.py
15,seed,12.691282554474194,10.00705407500002,0.26842284794741733,-11.467874608507211,1.476051839999971,0.16434640139235143,-9.202535771116649,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_015_seed.py
12,seed,12.691282554474194,10.00705407500002,0.26842284794741733,-11.467874608507211,1.476051839999971,0.16434640139235143,-9.202535771116649,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_012_seed.py
33,seed,12.691282554474194,10.00705407500002,0.26842284794741733,-11.467874608507211,1.476051839999971,0.16434640139235143,-9.202535771116649,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_033_seed.py
39,seed,12.691282554474194,10.00705407500002,0.26842284794741733,-11.467874608507211,1.476051839999971,0.16434640139235143,-9.202535771116649,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_039_seed.py
2,seed,-1.6936703500000003,-1.6936703500000003,-0.02710400368677997,-29.061094620000016,9.865993730000001,1.0502010323687094,-6.676097914427492,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_002_seed.py
5,seed,-1.6936703500000003,-1.6936703500000003,-0.02710400368677997,-29.061094620000016,9.865993730000001,1.0502010323687094,-6.676097914427492,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_005_seed.py
8,seed,-1.6936703500000003,-1.6936703500000003,-0.02710400368677997,-29.061094620000016,9.865993730000001,1.0502010323687094,-6.676097914427492,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_008_seed.py
23,seed,-1.6936703500000003,-1.6936703500000003,-0.02710400368677997,-29.061094620000016,9.865993730000001,1.0502010323687094,-6.676097914427492,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_023_seed.py
20,seed,-1.6936703500000003,-1.6936703500000003,-0.02710400368677997,-29.061094620000016,9.865993730000001,1.0502010323687094,-6.676097914427492,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_020_seed.py
17,seed,-1.6936703500000003,-1.6936703500000003,-0.02710400368677997,-29.061094620000016,9.865993730000001,1.0502010323687094,-6.676097914427492,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_017_seed.py
14,seed,-1.6936703500000003,-1.6936703500000003,-0.02710400368677997,-29.061094620000016,9.865993730000001,1.0502010323687094,-6.676097914427492,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_014_seed.py
11,seed,-1.6936703500000003,-1.6936703500000003,-0.02710400368677997,-29.061094620000016,9.865993730000001,1.0502010323687094,-6.676097914427492,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_011_seed.py
26,seed,-1.6936703500000003,-1.6936703500000003,-0.02710400368677997,-29.061094620000016,9.865993730000001,1.0502010323687094,-6.676097914427492,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_026_seed.py
29,seed,-1.6936703500000003,-1.6936703500000003,-0.02710400368677997,-29.061094620000016,9.865993730000001,1.0502010323687094,-6.676097914427492,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_029_seed.py
32,seed,-1.6936703500000003,-1.6936703500000003,-0.02710400368677997,-29.061094620000016,9.865993730000001,1.0502010323687094,-6.676097914427492,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_032_seed.py
38,seed,-1.6936703500000003,-1.6936703500000003,-0.02710400368677997,-29.061094620000016,9.865993730000001,1.0502010323687094,-6.676097914427492,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_038_seed.py
35,seed,-1.6936703500000003,-1.6936703500000003,-0.02710400368677997,-29.061094620000016,9.865993730000001,1.0502010323687094,-6.676097914427492,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_035_seed.py
41,seed,-1.6936703500000003,-1.6936703500000003,-0.02710400368677997,-29.061094620000016,9.865993730000001,1.0502010323687094,-6.676097914427492,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_041_seed.py
44,seed,-1.6936703500000003,-1.6936703500000003,-0.02710400368677997,-29.061094620000016,9.865993730000001,1.0502010323687094,-6.676097914427492,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_044_seed.py
47,seed,-1.6936703500000003,-1.6936703500000003,-0.02710400368677997,-29.061094620000016,9.865993730000001,1.0502010323687094,-6.676097914427492,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_047_seed.py
50,seed,-1.6936703500000003,-1.6936703500000003,-0.02710400368677997,-29.061094620000016,9.865993730000001,1.0502010323687094,-6.676097914427492,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_050_seed.py
53,seed,-1.6936703500000003,-1.6936703500000003,-0.02710400368677997,-29.061094620000016,9.865993730000001,1.0502010323687094,-6.676097914427492,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_053_seed.py
56,seed,-1.6936703500000003,-1.6936703500000003,-0.02710400368677997,-29.061094620000016,9.865993730000001,1.0502010323687094,-6.676097914427492,/root/autodl-tmp/outputs/eoh_qwen56/gen01_codes/strat_056_seed.py
