name,origin,fitness,trainR,testR,sharpe,mdd,trades,exposure
BBreak_n13_k1.25_h5,mut,-0.8584201076901083,0.2043739500499997,-0.08514906855000008,-0.7616958644109555,-0.10829941800830578,8,0.43027888446215135
RSIMR_n8_os34_ob66_h2,mut,-0.9594854899182489,0.04350063514999972,-0.12666945247499986,-0.8166756146760228,-0.15895029800945237,8,0.4820717131474104
RSIMR_n8_os35_ob68_h1,mut,-1.112167007047379,0.06418709834999958,-0.14390011094999994,-0.9524353713037458,-0.17556316053726673,8,0.47808764940239046
BBreak_n9_k1.19_h5,mut,-1.7200495155743036,0.20588459164999992,-0.1913129900750001,-1.505946114974556,-0.23689381112449492,11,0.5338645418326693
BBreak_n12_k1.06_h7,mut,-1.2145875400187163,0.2479754788000001,-0.12496144794999971,-1.0647735350227785,-0.1746665620418757,9,0.4701195219123506
RSIMR_n6_os35_ob63_h2,mut,-1.3656889941144383,0.015367952900000528,-0.1779960665499994,-1.173230967021547,-0.2069199876357828,15,0.5896414342629482
RSIMR_n6_os30_ob68_h4,mut,-1.7331991817128922,0.005906330700000689,-0.20999699904999986,-1.5083696084019225,-0.23966214757193938,9,0.50199203187251
BBreak_n9_k1.34_h7,mut,-1.4928689543625333,0.27638466825000024,-0.15285109675000028,-1.3176821788125694,-0.19752245434992777,10,0.4701195219123506
BBreak_n10_k1.51_h4,mut,-1.8388673740383432,0.10353551785000004,-0.18223725732499965,-1.6376932152679808,-0.22011106021572502,9,0.450199203187251
RSIMR_n5_os31_ob67_h1,mut,-0.5886424885510242,-0.08891209705000015,-0.08465783454999996,-0.48249266619137327,-0.12764181016930198,15,0.5577689243027888
RSIMR_n7_os36_ob65_h3,mut,-0.4894643608402175,0.04067975900000005,-0.06884742644999962,-0.3819152684745951,-0.14625075828124512,9,0.5976095617529881
RSIMR_n6_os32_ob65_h1,mut,-1.8141682322852308,-0.08983083304999993,-0.21400706904999944,-1.5762324420572236,-0.26186451140601485,12,0.47808764940239046
BBreak_n9_k1.3_h7,mut,-1.0763465406366408,0.2815464397000002,-0.11587857130000004,-0.9271177363734175,-0.1825790372264463,10,0.4900398406374502
BBreak_n9_k1.53_h3,mut,-1.1847183449326875,-0.02221511155000029,-0.11828849362500012,-1.041560153482874,-0.16802788927462664,10,0.4103585657370518
BBreak_n10_k1.31_h4,mut,-1.8172763552867504,0.08280846535000035,-0.18543772459999977,-1.6129439781582202,-0.22322702965706032,10,0.4900398406374502
RSIMR_n5_os38_ob64_h4,mut,-0.39077643947460317,0.13956598440000015,-0.05134155189999976,-0.3103985212615501,-0.10941428452610635,13,0.5219123505976095
BBreak_n10_k1.2_h7,mut,-1.6744891945318288,0.2632684344999997,-0.17431875514999992,-1.4810178703371797,-0.2126238932392983,9,0.4900398406374502
RSIMR_n7_os32_ob71_h2,mut,-0.6412499000981315,0.013829116999999534,-0.0917463997999998,-0.5230102394789546,-0.14473292143835403,8,0.5537848605577689
BBreak_n13_k1.19_h5,mut,-0.8584201076901083,0.16006936824999995,-0.08514906855000008,-0.7616958644109555,-0.10829941800830578,8,0.43027888446215135
RSIMR_n7_os30_ob61_h3,mut,-1.4402271196686625,-0.044374766450000026,-0.18824871149999964,-1.2449605156024117,-0.2022844966325018,10,0.5617529880478087
BBreak_n10_k1.27_h7,mut,-1.6744891945318288,0.19503724349999993,-0.17431875514999992,-1.4810178703371797,-0.2126238932392983,9,0.4900398406374502
RSIMR_n6_os34_ob62_h1,mut,-1.681673713761981,0.0124534576500002,-0.19725087399999974,-1.4703170038637206,-0.22546254579652103,15,0.5059760956175299
RSIMR_n7_os31_ob68_h4,mut,-1.0296958748874783,0.009330912449999887,-0.14611924964999998,-0.8731919869297167,-0.16688852626552342,8,0.5617529880478087
BBreak_n10_k1.4_h4,mut,-1.811647564944571,0.09063540590000019,-0.18215123062499974,-1.6105254480105553,-0.2200930032430316,9,0.4581673306772908
RSIMR_n7_os38_ob64_h2,mut,-0.5533439109804383,-0.04698934722499995,-0.07454361804999964,-0.44367260741226866,-0.1447989890863396,11,0.545816733067729
BBreak_n13_k1.25_h5,mut,-0.8584201076901083,0.2043739500499997,-0.08514906855000008,-0.7616958644109555,-0.10829941800830578,8,0.43027888446215135
BBreak_n10_k1.33_h5,mut,-1.8151310373126037,0.16802885855000033,-0.18530608827499978,-1.610927243062215,-0.22310150022577768,9,0.4860557768924303
BBreak_n9_k1.15_h4,mut,-1.722161328326168,0.0910404312499998,-0.19148855877500012,-1.50788730690205,-0.23705948407323596,12,0.5378486055776892
RSIMR_n6_os36_ob69_h3,mut,-0.4709584380567375,0.11640253550000024,-0.06726430265000018,-0.3696663263548489,-0.13531992075377697,11,0.5936254980079682
BBreak_n10_k1.0_h4,mut,-1.676522375224141,0.03909774220000006,-0.17450190040000002,-1.4828721540315475,-0.21279854198518688,10,0.4940239043824701
BBreak_n14_k1.3_h4,mut,-0.7135913398227185,0.19544926214999986,-0.07016463155000034,-0.6303503615569332,-0.09631732498157008,8,0.41832669322709165
RSIMR_n6_os29_ob65_h2,mut,-2.3206551395084274,-0.05286357749999981,-0.2591528110499999,-2.047793468244136,-0.28657053147858336,11,0.4621513944223107
BBreak_n14_k1.08_h4,mut,-0.7135913398227185,0.1915375408,-0.07016463155000034,-0.6303503615569332,-0.09631732498157008,8,0.41832669322709165
RSIMR_n5_os31_ob66_h3,mut,-0.8822925710598684,-0.07478787820000013,-0.12407452679999988,-0.7528964201598685,-0.13471777499999982,15,0.5139442231075697
BBreak_n13_k1.05_h3,mut,-1.412032533543381,0.2416796075999999,-0.14013830782499964,-1.2566407067806478,-0.17064534570046708,9,0.43027888446215135
BBreak_n9_k1.35_h6,mut,-1.4928689543625333,0.23709144165000018,-0.15285109675000028,-1.3176821788125694,-0.19752245434992777,10,0.4701195219123506
RSIMR_n7_os30_ob65_h2,mut,-0.541989520708565,0.034009218400000096,-0.07849554844999991,-0.43434257494277384,-0.13679834308158223,8,0.5776892430278885
BBreak_n13_k1.06_h5,mut,-0.6075045297360451,0.27580119329999986,-0.05687462374999988,-0.5249052277194655,-0.10832398028315915,8,0.398406374501992
BBreak_n10_k1.31_h5,mut,-1.8151310373126037,0.18118045054999996,-0.18530608827499978,-1.610927243062215,-0.22310150022577768,9,0.4860557768924303
RSIMR_n8_os38_ob69_h1,mut,-0.8306768913862224,0.15930453225000032,-0.11315348620000004,-0.7011247845674666,-0.14595072743751147,8,0.549800796812749
RSIMR_n5_os37_ob69_h1,mut,-0.4682806972541068,-0.04356099372500001,-0.06382239959999991,-0.36300772267106624,-0.14672354956608125,12,0.5378486055776892
RSIMR_n8_os30_ob71_h2,mut,-0.47368838539615576,0.08029843025000039,-0.06333624254999988,-0.3680373324069263,-0.14796586342845897,8,0.545816733067729
